26 de janeiro de 2022,50,Jantar,Garçom França. Muito bom atendimento. Boa música Boa refeição Deliciosa sobremesa por conta da casa Retornaremos em breve
26 de janeiro de 2022,50,Aniversário,"Fomos muito bem atendidos pelo garçom França, atencioso, educado e sempre pronto para o atendimento rápido e preciso."
24 de janeiro de 2022,50,Lua em Fortaleza,"Atendimento do garçom França é melhor atendimento em restaurante que eu já vi na vida, e olha que eu já viajei pra mais de 7 estados. Nos presenteou com pratos incríveis. Melhor restaurante da cidade de Fortaleza, Coco Bambu Beira Mar. Podem vir."
24 de janeiro de 2022,50,Almoço - férias em fortaleza,"Ambiente aconchegante, agradável … Comida maravilhosa…. Atendimento impecável. O Sr França nos atendeu com toda cortesia e simpatia. Sempre atento, educado, ágil, um profissional exemplar."
21 de janeiro de 2022,50,Muito bom,"Estivemos no Coco Bambu Beira Mar e, além de um almoço maravilhoso, contamos  com o atendimento excepcional do Neto. Para fechar com chave de ouro fomos agraciados com uma sobremesa top!"
21 de janeiro de 2022,50,Vale a visita!,Tudo perfeito! Comida maravilhosa e ambiente agradável.. Garçom Neto muito atencioso e prestativo. Com certeza voltaremos.
16 de janeiro de 2022,40,"Moqueca boa, ar condicionado fraco, preço alto.","De entrada, para agradar criança, um escondidinho de carne seca, muito bom.  Pedimos moqueca de frutos do mar (uns R$354,00). Serve bem 3 pessoas, pelo menos 5 tipos crustáceos. Lagosta, lula, camarão, mexilhões e polvo, com fartura e cozidos no ponto certo.  Mas faltou algo...Mais"
14 de janeiro de 2022,50,Amigos,"Atendimento ótimo! Wellington Atendimento Fantástico, como sempre!!! Metre Maciel atendimento impecável."
14 de janeiro de 2022,30,Garçons,"Comida e ambiente maravilhosos, sem nada a falar negativamente, porém, o atendimento deixa a desejar, mesmo tendo muitos garçons."
12 de janeiro de 2022,50,Coco Bambu Bahia,Milena e Derisvaldo parabéns pelo excelente atendimento e qualidade. Recomendo e retornaremos muito em breve
9 de janeiro de 2022,50,Matriz eh matriz!!,Eh o melhor coco bambu de todos… e a lagosta eh enorme!! Vale a pena conhecer para quem já gosta do restaurante de São Paulo!!
9 de janeiro de 2022,40,Muito bom.,"Adoramos o restaurante, muito bem localizado  as comidas maravilhosa, os garçons tb muito prestativos, o único probleminha que tivemos  foi o tempo de espera ,pois estávamos com uma gestante, 1 h e 10 pra conseguir uma mesa e mais 1 hora para os pratos serem...Mais"
5 de janeiro de 2022,50,Excelente Atendimento,"Estávamos com muita vontade de conhecer o Coco Bambu do Ceará. Ambiente aconchegante, com atendimento excelente. Vale ressaltar o atendimento do Sr. Neto. Nos sentimos clientes da casa, na primeira visita. Cerveja geladíssima, caipirinha maravilhosa e a gastronomia com a mesma qualidade que conhecemos em...Mais"
2 de janeiro de 2022,50,Jantar com a filha,Nossa!!! Que comida maravilhosa!!!! Parabéns pela ótima comida e pelo ótimo atendimento 👏👏Sim 👏👏
2 de janeiro de 2022,50,Jantar,"Atendimento expecional, garçom Ed Carlos muito simpático e comida ótima! Ambiente agradável e muito receptivos."
30 de dezembro de 2021,50,Boa comida e bom atendimento,"Garçom muito atencioso, comida muito boa e ótima apresentação , cerveja geladinha, drinks muito bons e bonitos , o atendimento foi muito rápido , tanto para entrar , quanto para chegar os pedidos, música ambiente bem legal, ambiente bem gostoso. O preço é bastante justo...Mais"
29 de dezembro de 2021,20,Atendimento Péssimo - Comida Gelada - NÃO RECOMENDO,"Eu simplesmente adoro a comida de lá, porém minha experiência em Fortaleza foi HORRÍVEL.  Atendimento péssimo, tive que implorar para ser atendido. Garçom e maître simplesmente ignoravam nossa mesa. Parecia que era um favor nos atender. Pedimos um filé ao molho madeira que estava gelado,...Mais"
27 de dezembro de 2021,50,Perfeito atendimento.,Excelente atendimento e comida impecável. Fui atentado pelo José e foi muito bom. Recomendo a todos que vierem a Beira Mar de Fortaleza!
27 de dezembro de 2021,50,Pedido de Casamento,"Michael o garçom, foi incrível. Fomos bem recebidos, a comida estava ótima, o drink de gin tônica maravilhoso e ajudou meu namorado no nosso pedido de casamento. Meus parabéns pelo atendimento, pela comida e pelo super atendimento do Michael, podem ir sem medo.  E vai...Mais"
27 de dezembro de 2021,50,PEDIDO DE CASAMENTO,"Quero agradecer pelo excelente atendimento do início ao fim, pelo ótimo prato também que foi servido e muito bem servido.   Tiro o chapéu também para o garçom que se chama MICHAEL, e seu excelente atendimento, muito simpático e atencioso. Adorei todo espaço e conforto e...Mais"
24 de dezembro de 2021,50,Almoço e Happy hour,JOSE me atendeu muito bem e está de parabéns  todo o atendimento bem como toda a atenção data e presteza no entendimento e explicacoes
24 de dezembro de 2021,50,"Excelente serviço, ambiente e comida","Ótimo atendimento no Coco Bambu Beira Mar pelo garçom José, ele oferece excelente recomendações de pratos e bebidas. O ambiente é bem agradável e a comida é  deliciosa."
21 de dezembro de 2021,50,Excelente serviço e comida maravilhosa,"Ambiente muito familiar. Excelente serviço, o garçom foi fantástico do início ao fim, José, e a comida excelente. Recomendo se estiver em Fortaleza!"
20 de dezembro de 2021,20,Serviço a desejar e local com música muito alta,"Não foi uma experiência boa. O serviço dos garçons é corrido, parecem jogar tudo sobre a mesa. Retiraram meu copo de água antes que eu finalizasse, não deu tempo nem de impedir que o garçom o fizesse. A música ambiente estava extremamente alta, o que...Mais"
20 de dezembro de 2021,50,Jantar em família nas férias,"Excelente atendimento no restaurante da Beira Mar, ambiente agradável,  música excelente, comida muito saborosa e o atendimento de altíssima qualidade, em especial ao.funcionario Júnior, que com sua gentileza nos proporcionou uma excelente noite de jantar em família!!!!"
20 de dezembro de 2021,50,Aniversário do esposo,Nota MIL para o atendimento. Comida maravilhosa. Garçons muito atenciosos e educados! Excelente ambiente
20 de dezembro de 2021,50,Almoço,"Excelente espaço, comida e atendimento. A atenção concedida pelo garçom França fez todo o diferencial a experiência :)"
20 de dezembro de 2021,50,Almoço,Atendimento incrível por parte de todo o restaurante principal pelo garçom França que foi altamente atencioso.
20 de dezembro de 2021,50,Férias,"Qualidade e tradição, ambiente limpo e aconchegante, atendimento espetacular, em especial do garçom França que somou demais na experiência positiva. Boas lembranças de Fortaleza."
20 de dezembro de 2021,50,Almoço,"Atendimento de qualidade pelo França, muito responsável e cuidadoso. Ambientação ótima para qualquer tipo de visita!!! Super recomendo, comida maravilhosa"
20 de dezembro de 2021,50,Passeio,"Música ao vivo perfeita, comida incrível e o atendimento do garçom França foi referência de bom atendimento!"
18 de dezembro de 2021,50,Férias em Fortaleza,Foi muito bom e o atendimento foi bem legal. Fomos atendidos pelo França!!! Gente boa demais! Comida sensacional!
18 de dezembro de 2021,50,Ferias em Fortaleza,"Atendimento excepcional com música de qualidade. Além do atendimento do garçom Franca, que nos atende de maneira impecável. Super indico!"
18 de dezembro de 2021,50,Férias no Ceará,"Excelência no atendimento, especialmente pelo garçom França. Comida e ambiente excepcionais! Simplesmente maravilhoso!"
16 de dezembro de 2021,50,Férias,Excelente atendimento do garçom frança! Obrigada por todo cuidado!  Indico de olhos fechados.... .........
16 de dezembro de 2021,50,Férias,"Atendente França foi muito receptivo, atendendo com bastante cordialidade e presteza. Boa música, boa climatização e ambiente agradável."
13 de dezembro de 2021,50,Comida farta à beira mar,"Visitando Fortaleza pela primeira vez, o Coco Bambu foi o restaurante certo para conhecer a gastronomia da cidade. O prato pedido, Camarão Praia de Olinda (R$ 97 para dois), é um espetáculo de sabor e servido em quantidade generosa. O atendente Roberto foi rápido, solícito...Mais"
13 de dezembro de 2021,50,Jantar Maravilhoso,"Foram super receptivos, atendimento impecável e comida boa espetacular! Fomos atendidos pelo garçom França, um querido super atencioso e educado, nos ajudou a escolher o prato e estava sempre disponível! Voltarei mais vezes!"
12 de dezembro de 2021,40,Só falta animar a música. Obg a Ana na entrada e Neto garçom. 👏👏👏,"Só falta animar a música ao vivo. Muita MPB desanimada  para um Domingo. Poderia animar um pouco mais, embora o cantor tocasse bem. De resto, excelente, como sempre. 👍"
11 de dezembro de 2021,40,Recomendo,"Além dos pratos maravilhosos, o ambiente é bem agradável e bonito. Fica em frente ao calçadão da beira mar com ambientes climatizado e ao ar livre. Atendimento bom e preços moderados. Recomendo."
9 de dezembro de 2021,50,Confraternização natalina,O nosso atendente Michael é muito atencioso e dedicado. Fazendo nos sentir em um ambiente bem agradável
9 de dezembro de 2021,50,Jantar a beira-mar,"Somos grandes admiradores da rede Cocô Bambu. Viemos pela primeira vez a Fortaleza e buscamos comemorar meu aniversário no Cocô Bambu do shopping, lugar sensacional, atendimento espetacular. No dia seguinte, hoje 09/12 viemos seguir com as comemorações e conhecer o Cocô Bambu beira mar onde...Mais"
9 de dezembro de 2021,50,Almoço,"Uma delícia, chegou tudo muito rápido e o garçom França foi totalmente atencioso. Sobremesa estava ótima e voltaremos em breve."
9 de dezembro de 2021,50,Almoço,"Atendimento ótimo, principalmente do garçom França e Levi muito bom. Espaço bom com boa comida!!!!!!!"
8 de dezembro de 2021,50,Férias,"Ótimo atendimento do garçom França, atencioso, educado e prestativo. Comida boa!  Ambiente agradável. Excelente qualidade e atendimento."
8 de dezembro de 2021,50,Saborosa,Comida maravilhosa Só não gostei de ver vários  aparelhos de TV ligadaos fazendo propaganda do Coco bambu. Para onde olhava tinha um.
4 de dezembro de 2021,50,Almoço,"Ótimo atendimento do garçom ray, o clima tava agradável, a música tava boa, a comida tava gostosa, me senti encantado"
4 de dezembro de 2021,50,Almoço em família,"Tudo perfeito. Garçom França excelente ! Comida deliciosa, música muito boa, ambiente agradável. Nota 10."
4 de dezembro de 2021,50,Almoço em família,"Atendimento do garçom França excelente, muito atencioso. Comida deliciosa, ambiente e música muito bons."
3 de dezembro de 2021,50,Viagem em Família,"Nota 10, atendimento excelente com Sr França, simpático  e atencioso conosco, tivemos até um agradecimento. Amamos o atendimento! Boa música, ambiente excelente, comida ótima.  É o melhor de todos!"
3 de dezembro de 2021,30,Dessa vez deu erro,"Dessa vez deu tudo errado. O restaurante, pródigo em farturas, serviu um camarão aguado e pouco. Pedimos o Camarão Buzios e uma salada tropical. Esse camarão búzios é um dos pratos mais baratos do cardápio, não sei se vem daí a quantidade. Não salvou nadaMais"
1 de dezembro de 2021,50,Recomendo fortemente,"Excelente lugar. Aguardamos cerca de 30min para nos sentarmos e acabamos pegando lugar no deck superior, com vista ao mãe. O prato foi Camarão Iracema, que é simplesmente delicioso. Voltaria com certeza, se fosse moradora da cidade."
30 de novembro de 2021,50,Almoço perfeito,Great surprise!! O espaço com o serviço de apoio maravilhoso pratos deliciosos Sr França completou. Amei.
30 de novembro de 2021,50,Almoço,Atendimento garçom franga super atencioso!!  Ótimo espaço boa música lugar super aconchegante nota 1000
29 de novembro de 2021,50,Almoço em família,"experiência maravilhosa! comida excelente diante de uma vista linda! fomos atendidos pelo garçom França. não tenho palavras: atencioso, profissional e de uma gentileza ímpar. estou de férias há 6 dias no CE e certamente foi uma das melhores experiências q tive aqui. recomendo!"
28 de novembro de 2021,50,Aniversário Enrique,"Excelente! Comida boa, atendimento bom e o aniversariante ainda ganhou sobremesa!  Garçom Michael é top!"
28 de novembro de 2021,50,Passeio,"Atendimento do garçom França excelente! Drink ótimo, comida deliciosa, muito bem servida! Local lindo, equipe acolhedora. Recomendo!"
28 de novembro de 2021,50,Aniversário,"Atendimento maravilhoso, o garçom. França foi mto atencioso e a comida como sempre maravilhosa! Com certeza voltaremos"
28 de novembro de 2021,50,Almoço a passeio,"Início do atendimento excelente, garçom França atencioso e dedicado, finalizou o atendimento com presteza e educação, nota 10 pra comida e atendimento."
27 de novembro de 2021,50,Visita a fortaleza,Garçom França com atendimento excelente. Comida maravilhosa! Retornaremos com certeza! Ótima música!
27 de novembro de 2021,50,Almoço romantico,"Pratos bem servidos e gostosos. O garcom França, que nos atendeu, foi muito gentil e atencioso. Indico super! E a vista não tenho nem palavras!"
27 de novembro de 2021,50,RECOMENDO,"Excelente restaurante, super recomendo a quem for a Fortaleza, vale muito a pena, fomos e foi excelente."
26 de novembro de 2021,50,Almoço Romântico rs,"Excelente almoço, prato maravilhoso e preparo rápido. Show, de atendimento do França.  Que vista maravilhosa...."
26 de novembro de 2021,50,Almoço romântico,Perfeito atendimento desde a recepção a refeição garçon França super atencioso. Vista perfeita e música agradável
26 de novembro de 2021,50,Ferias,"Ambiente muito agradável, atendimento excelente em especial com o garçom França. Vista incrível… show"
26 de novembro de 2021,50,Almoço com amigas,"Atendimento com o garçom França, ótimo atendimento e comida deliciosa. Ambiente agradável , espero em breve estar de volta."
26 de novembro de 2021,50,Almoço com amigas,"Excelente atendimento do garçom França, espaço e estrutura maravilhosa. Comida gostosa. Pretendemos retornar ao local."
26 de novembro de 2021,50,Almoço com as amigas,"Atendimento do garçom França, prestativo é super atencioso. Amamos o ambiente e a comida, retornaremos em breve"
24 de novembro de 2021,50,Jantar com família,"Atendimento do garçom frança muito bom, bem atencioso e a comida bem saborosa. Ambiente agradável..."
24 de novembro de 2021,50,Almoço,"Atendimento excelente pelo garçom França.  Ambiente muito aconchegante, comida deliciosa, super recomendo para todos que desejem ter uma experiência incrível."
24 de novembro de 2021,50,Almoço em fortaleza,"Um espaço maravilhoso e um atendimento excelente, Garçom França super prestativo e atencioso. Gratidão"
23 de novembro de 2021,50,Happy hour em Fortaleza :),"Excelente atendimento do nosso garçom França, com uma surpresa linda no final, dos gêmeos que estão chegando. Amei!"
21 de novembro de 2021,50,Maravilhoso !!!!!!,"De todo coração quero agradecer por todo carinho e atenção que tiveram comigo e minha família está noite , estava tudo maravilhoso , comida sempre maravilhosa , atendimento top , ambiente lindo , música boa , obrigado mesmo coco bambu beira mar , e obrigado...Mais"
15 de novembro de 2021,50,Lugar perfeito,"Restaurante atencioso e com cardápio muito amplo e com ótima qualidade Equipe nota 10, fins de semana tem fila de espera principalmente após 19:00"
10 de novembro de 2021,50,Avaliação,"Prato excelente como o tempero, sabor, atendeu nossa espectativa, Cerveja Gelada , drink muito bem preparado, atendimento muito bom, atendente Edcarlos muito atencioso e educado."
31 de outubro de 2021,10,Péssimo atendimento gerente,Tive a pior experiência possível com o gerente da casa sem educação totalmente despreparado para trabalhar em uma rede de tamanho padrãoMais
30 de outubro de 2021,30,"Bom, mas não voltaria","O restaurante tem bom atendimento e os pratos são preparados com produtos de qualidade. No entanto, aguardamos mais de 40 minutos para conseguirmos uma mesa para duas pessoas. Tivemos um problema com nosso pedido: pedimos uma massa acompanhada de filé mignon ao ponto (prato para...Mais"
30 de outubro de 2021,50,Com certeza um dos Top5 melhores que já conheci,"Visitei agora há pouco esse restaurante. Simplesmente um dos melhores que já conheci em toda a minha vida. Top demais! Local com vários ambientes, paradisíaco, na beira do mar, garçons muito atenciosos, comida de altíssima qualidade (comemos o delicioso Camarão à Recife combinado com Churros...Mais"
28 de outubro de 2021,50,Ótimo atendimento!,"Atendimento impecável do atendente Flávio. Muito atencioso e educado! Pedimos opiniões sobre os pratos e foi sincero, adoramos nosso pedido."
28 de outubro de 2021,50,Visita,"Ambiente, comida e funcional mt agradáveis. O garçom Flavio é muito simpático e educado!! A comida é otima mas a maioria doa pratos pra duas pessoas então sobra bem"
27 de outubro de 2021,50,Ótimo ,"Comida excelente, atendimento cortês e local muito agradável. Seguem as normas de segurança e atendem seus clientes com agilidade. Se muitos restaurantes seguissem o exemplo, teríamos muitas opções para degustar um bom prato."
27 de outubro de 2021,50,"Perfeito, como sempre.","Ambiente limpo, fresco, garçons educados e rápidos, comida de excelente sabor e qualidade. Quantidades fartas e preços justos. Seguem todos os protocolos de saúde. Cardápio por QR code."
26 de outubro de 2021,50,Retornando a regional CE,O garçom Michael mto atencioso e prestativo!!! Melhor atendimento da rede Coco Bambu! Vista privilegiada em pleno almoço…
25 de outubro de 2021,20,Restaurante comum.,"No sábado a fila era grande,(espera cerca de 40 a 50 min), não esperamos. Voltamos no domingo, fila novamente, (espera 30 a 40 min), dessa vez esperamos! O atendimento não foi bom, quase não iam a mesa, mesa suja, pratos lascados... Pedimos de entrada pastéis...Mais"
23 de outubro de 2021,50,Pratos de qualidade,"Os pratos de camarão são bem elaborados . Aparentemente parecem caros mas servem várias pessoas. Se vc. quer pratos mais em conta peça pratos das promoções. Só lamento eles cobrarem R$ 15,00 para estacionar ."
14 de outubro de 2021,50,Happy hour no dia de aniversário!,"Ficamos muito satisfeitos com as bebidas e comidas servidas, e em especial com o atendimento do garçom Diego, que foi muito gentil. Recomendamos a visita!"
11 de outubro de 2021,50,Atendimento do Flávio muito bacana nota 10 sem defeitos.,"Atendimento do Flávio muito bom, é um exemplo de profissional, tudo muito bom, local, comida e os profissionais ao redor."
5 de outubro de 2021,50,Ótima opção à beira mar,Casa linda e uma excelente localização! Excelente opção a beira mar! Os pratos com camarões são deliciosos! E todo dia tem happy hour até as 19:30h...cardápio selecionado por metade do preço! Recomendo 👏🏼
1 de outubro de 2021,50,Jantar especial com atendimento nota mil,"Tudo muito bom! Comida maravilhosa e atendimento excepcional do Igo, muito atencioso e prestativo! Adoramos a noite e o jantar!"
1 de outubro de 2021,50,Happy hour,"Padrão altissimo de sempre e atendimento diferenciado pelo França, garçom atento, atencioso e educado."
1 de outubro de 2021,50,Top!,"Almoço animado com dj, comida e atendimento excelente do França. Nao deixe de pedir a cocada ao forno com sorvete! Inesquecível!"
30 de setembro de 2021,50,Atendimento fora de série,"Chegamos em cima da hora, com medo de nao conseguir mesas, mas o garçom Michael conseguiu nos receber e acomodar a todos.  O Camaro Internacional estava no mesmo nível elevado de sempre, bem como os drinks.  Retornaremos com certeza!"
30 de setembro de 2021,50,Jantar de Aniversário Amanda,"Ambiente incrível, comida ideal, sem palavras. Atendimento excelente do França! Recomendo demais esse lugarb"
30 de setembro de 2021,50,Jantar,Muito bom atendimento do garçom França! Música muito agradável! Comida maravilhosa! Sobremesa espetacular! Retornarei!
30 de setembro de 2021,50,Jantar,"França garçom, ótimo atendimento, jantar estava delicioso e uma sobremesa muito gostosa! A música estava ótima! O DJ d"
30 de setembro de 2021,50,Happy depois de um dia tenso,"Happy hour: som ótimo, comida boa, bebida gelada. E o atendimento mais que especial do Fernando, solícito, bem humorado e atencioso o tempo todo. 🥰"
30 de setembro de 2021,50,Jantar no coco bambu,"Ótimo! O garçom Arthur, foi super atencioso, e a comida estava deliciosa, preço super justo. E a comida é super bem servida!"
30 de setembro de 2021,50,Primeira vez ,Atendimento incrível! Charles nos atendeu muito bem! A comida estava muito boa. Muito bem servido. Voltaremos mais vezes!
29 de setembro de 2021,10,PIOR experiência,"Pagar 150,00 num prato com arroz branco, com um molho branco brega, presunto, ervilha e míseros camarões (acho que não tinha nem 15) é uma PALHAÇADA! Só pode! Camarão sem gosto! Não deu 10 camarões pra cada! Acaba o camarão e fica com aquele monte...Mais"
29 de setembro de 2021,50,Jantar lua de mel!!!!!,"Comida excelente, ambiente agradável e atendimento excepcional do garçom Michael com muita simpatia e presteza."
29 de setembro de 2021,50,Reunião de amigos,"Muito bom o atendimento pelo Michael,o pedido foi perfeito…e ele fez a gentileza até na água,a comida estava no ponto e foi bem rápido o atendimento."
29 de setembro de 2021,50,Elogio - garçom Arthur,"Gostaria de elogio o atendimento do garçom Arthur que foi sensacional, um rapaz super atencioso e educado."
29 de setembro de 2021,50,Tudo delicioso!,"Comida excelente, vista incrível. Muito bem atendida pelo garçom Michael. As fotos da praia ficaram lindas."
29 de setembro de 2021,50,Bom tempo em coco bambu,"Ótimo comida , Michael um rapaz  muito simpático . amei conhece esse restaurante . Voltarei muita vezes"
29 de setembro de 2021,40,Restaurante,Muito bom restaurante. Comida boa. Sempre muito cheio. Quem for deve se programar para chegar cedo e assim evitar filas
28 de setembro de 2021,50,Aniversário da Gabriela,Comida maravilhosa  Michael: atendimento maravilhoso  Drink: muito doce  Aniversário da Gabi foi muito agradável
28 de setembro de 2021,50,Lula a italiana,"Ponto da lula perfeito!!! Camarão sem miséria no prato novidade da casa, o camarão coco Brasil!! Valeu cada centavo!!!"
